DATAFLOW,LAST UPDATE,freq,currency,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2013-S2,1874.19,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2014-S1,1921.03,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2014-S2,1921.03,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2015-S1,1922.96,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2015-S2,1922.96,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2016-S1,1922.96,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2016-S2,1922.96,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2017-S1,1998.59,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2017-S2,1998.59,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2018-S1,1998.59,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2018-S2,1998.59,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2019-S1,2089.75,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2019-S2,2089.75,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2020-S1,2141.99,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2020-S2,2141.99,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2021-S1,2201.93,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2021-S2,2201.93,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2022-S1,2256.95,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2022-S2,2313.38,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2023-S1,2387.40,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LU,2023-S2,2508.24,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,1999-S1,75.18,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,1999-S2,80.49,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2000-S1,85.02,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2000-S2,87.78,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2001-S1,86.75,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2001-S2,111.30,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2002-S1,107.86,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2002-S2,100.18,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2003-S1,114.01,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2003-S2,107.87,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2004-S1,118.96,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2004-S2,121.77,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2005-S1,114.63,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2005-S2,114.93,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2006-S1,129.27,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2006-S2,129.29,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2007-S1,172.12,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2007-S2,172.34,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2008-S1,229.75,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2008-S2,227.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2009-S1,254.13,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2009-S2,255.83,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2010-S1,253.77,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2010-S2,253.77,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2011-S1,281.93,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2011-S2,281.97,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2012-S1,285.92,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2012-S2,287.07,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2013-S1,286.66,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2013-S2,284.74,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2014-S1,320.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2014-S2,320.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2015-S1,360.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2015-S2,360.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2016-S1,370.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2016-S2,370.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2017-S1,380.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2017-S2,380.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2018-S1,430.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2018-S2,430.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2019-S1,430.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2019-S2,430.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2020-S1,430.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2020-S2,430.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2021-S1,500.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2021-S2,500.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2022-S1,500.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2022-S2,500.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2023-S1,620.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,LV,2023-S2,620.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2013-S2,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2014-S1,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2014-S2,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2015-S1,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2015-S2,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2016-S1,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2016-S2,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2017-S1,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2017-S2,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2018-S1,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2018-S2,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2019-S1,288.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2019-S2,331.33,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2020-S1,331.33,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2020-S2,331.33,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2021-S1,331.33,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2021-S2,331.33,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2022-S1,532.54,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2022-S2,532.54,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2023-S1,532.54,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,ME,2023-S2,532.54,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,1999-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,1999-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2000-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2000-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2001-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2001-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2002-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2002-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2003-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2003-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2004-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2004-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2005-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2005-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2006-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2006-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2007-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2007-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2008-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2008-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2009-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2009-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2010-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2010-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2011-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2011-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2013-S1,199.48,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2013-S2,198.95,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2014-S1,213.62,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2014-S2,213.02,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2015-S1,213.72,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2015-S2,226.69,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2016-S1,227.06,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2016-S2,236.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2017-S1,240.89,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2017-S2,277.62,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2018-S1,278.58,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2018-S2,282.48,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2019-S1,341.44,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2019-S2,341.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2020-S1,343.28,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2020-S2,342.12,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2021-S1,352.97,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MK,2021-S2,358.96,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,1999-S1,464.93,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,1999-S2,482.98,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2000-S1,505.05,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2000-S2,509.59,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2001-S1,530.42,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2001-S2,547.76,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2002-S1,557.45,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2002-S2,532.39,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2003-S1,550.53,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2003-S2,539.56,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2004-S1,540.84,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2004-S2,547.69,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2005-S1,555.06,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2005-S2,561.53,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2006-S1,584.24,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2006-S2,584.24,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2007-S1,601.90,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2007-S2,601.90,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2008-S1,617.21,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2008-S2,617.21,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2009-S1,634.88,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2009-S2,634.88,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2010-S1,659.92,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2010-S2,659.92,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2011-S1,664.95,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2011-S2,664.95,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2012-S1,685.14,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2012-S2,685.14,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2013-S1,702.82,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2013-S2,702.82,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2014-S1,717.95,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2014-S2,717.95,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2015-S1,720.46,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2015-S2,720.46,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2016-S1,728.04,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2016-S2,728.04,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2017-S1,735.63,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2017-S2,735.63,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2018-S1,747.54,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2018-S2,747.54,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2019-S1,761.97,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2019-S2,761.97,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2020-S1,777.10,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2020-S2,777.10,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2021-S1,784.68,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2021-S2,784.68,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2022-S1,792.26,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2022-S2,792.26,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2023-S1,835.16,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,MT,2023-S2,835.16,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,1999-S1,1064.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,1999-S2,1078.40,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2000-S1,1092.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2000-S2,1110.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2001-S1,1154.50,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2001-S2,1180.40,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2002-S1,1206.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2002-S2,1231.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2003-S1,1249.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2003-S2,1264.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2004-S1,1264.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2004-S2,1264.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2005-S1,1264.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2005-S2,1264.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2006-S1,1272.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2006-S2,1284.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2007-S1,1300.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2007-S2,1317.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2008-S1,1335.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2008-S2,1356.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2009-S1,1381.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2009-S2,1398.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2010-S1,1407.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2010-S2,1416.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2011-S1,1424.40,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2011-S2,1435.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2012-S1,1446.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2012-S2,1456.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2013-S1,1469.40,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2013-S2,1477.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2014-S1,1485.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2014-S2,1495.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2015-S1,1501.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2015-S2,1507.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2016-S1,1524.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2016-S2,1537.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2017-S1,1551.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2017-S2,1565.40,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2018-S1,1578.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2018-S2,1594.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2019-S1,1615.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2019-S2,1635.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2020-S1,1653.60,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2020-S2,1680.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2021-S1,1684.80,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2021-S2,1701.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2022-S1,1725.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2022-S2,1756.20,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2023-S1,1934.40,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NL,2023-S2,1995.00,
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,1999-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,1999-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2000-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2000-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2001-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2001-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2002-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2002-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2003-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2003-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2004-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2004-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2005-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2005-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2006-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2006-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2007-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2007-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2008-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2008-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2009-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2009-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2010-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2010-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2011-S1,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2011-S2,,z
ESTAT:EARN_MW_CUR(1.0),21/07/23 11:00:00,S,EUR,NO,2012-S1,,z
